danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.898,0.732,-3.982,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,6maTPqynTmrkWIralgGaoP,142759
0.707,0.681,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0yLdNVWF3Srea0uzk55zFn,200455
0.662,0.398,-6.691,0.0275,0.716,0.0,0.111,0.468,107.001,4sx6NRwL6Ol3V6m9exwGlQ,145850
0.464,0.724,-5.019,0.0705,0.0188,0.0,0.679,0.303,82.526,0rc1HCVoReqzzXF9jssqZk,174749
0.792,0.503,-8.044,0.0626,0.0369,0.00057,0.0959,0.381,99.97,1rrqJ9QkOBYJlsZgqqwxgB,185093
0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005,2L9N0zZnd37dwF0clgxMGI,182888
0.715,0.931,-3.548,0.0426,0.00573,0.00185,0.0549,0.615,119.971,7LbhIjYNfCguxjAw43Mkff,181648
0.678,0.572,-4.99,0.129,0.2,2.83e-06,0.102,0.533,82.0,28a302Jx34OM1z5qG7ykMJ,141061
0.544,0.692,-3.207,0.155,0.296,0.0,0.131,0.618,193.954,4nfyxpiejEPrUHLnejED7i,132794
0.398,0.705,-7.07,0.0756,0.204,5.13e-05,0.443,0.635,111.487,37vVp2sWHuuIBOSl1NswP6,145668
0.698,0.895,-4.439,0.0628,0.172,1.45e-05,0.409,0.838,114.914,3i0FkJYlU4MFfYkjFHXXAM,229605
0.74,0.697,-4.912,0.034,0.0268,0.0,0.224,0.732,138.992,6dgUya35uo964z7GZXM07g,163648
0.497,0.445,-7.494,0.0737,0.742,0.0,0.0934,0.194,80.65,0UYNa7reQKIbADXr8iN28w,155591
0.475,0.243,-11.209,0.0262,0.823,0.0,0.115,0.108,61.317,6m3T4RHAMaSIKUDsxko43y,191494
0.668,0.618,-4.639,0.0607,0.125,0.0,0.112,0.389,120.951,6Szgu8v7CAapag3XuuJX0b,156632
0.584,0.915,-3.199,0.11,0.00686,0.000155,0.098,0.57,181.882,4vOoQh9MhS9pyrbvc8LyMz,196940
0.727,0.695,-6.19,0.0518,0.00839,0.0,0.11,0.811,127.995,164QjgWOxnSZYHQghRKeC0,193382
0.62,0.681,-4.915,0.356,0.0138,0.0,0.0248,0.741,160.743,1eprzC29mwUQqcVj0eILdx,162493
0.733,0.436,-10.489,0.08,0.258,0.000573,0.157,0.0976,96.985,5jQI2r1RdgtuT8S3iG8zFC,202396
0.622,0.715,-4.04,0.0323,0.000982,0.0,0.0796,0.607,131.012,2KReCz1L5XkGIBhDncQ5VZ,164682
0.517,0.891,-6.749,0.101,0.00905,0.0245,0.0654,0.363,152.007,21rYCEejlfM0LYRlfzxGeM,226077
0.469,0.568,-7.084,0.0305,0.0817,0.0,0.146,0.193,109.172,3lGPy4laQ3s4lT1pRXKmFC,177880
0.612,0.691,-10.67,0.0454,0.419,0.0242,0.145,0.632,151.029,4bYwK4mvWubnAkCextxH2d,243600
0.416,0.762,-7.385,0.0279,0.312,0.804,0.0559,0.461,95.967,1fDFHXcykq4iw8Gg7s5hG9,326491
0.746,0.705,-5.615,0.0518,0.0133,0.0,0.22,0.97,136.916,6YufjjSqUweXdQHduL76zr,166982
0.568,0.289,-8.973,0.0395,0.858,0.0,0.0943,0.338,140.122,16axxBqfSvis8mjhrLHWeH,162390
0.625,0.712,-5.996,0.0539,0.0229,0.0,0.252,0.398,163.015,3IelG5zYpWWCZIH4cqWlPV,203557
0.729,0.549,-5.332,0.0292,0.0865,0.0,0.0951,0.624,95.012,2LWJ0zNei0z2WjHHwSNUkx,188575
0.685,0.549,-6.826,0.0361,0.0409,0.0,0.136,0.614,115.039,538txyi52ZOwzWxIQsCT12,193526
0.539,0.338,-8.693,0.0299,0.911,0.0,0.106,0.247,99.786,7FGDL2pk8qcJDAvn4BF3Al,175916
0.548,0.295,-10.276,0.245,0.693,0.000278,0.247,0.123,152.593,60KvZItTS7PpROovaNVQcy,248733
0.729,0.622,-6.931,0.087,0.0216,0.0,0.294,0.588,88.966,1FNpMhXQtpIfN0BXwEvIWS,175760
0.714,0.462,-10.627,0.354,0.79,0.000158,0.121,0.889,82.103,6bVtAHmzr3X8pwJ2TpeF2G,120000
0.698,0.546,-7.234,0.0559,0.425,0.00314,0.16,0.335,145.044,2GAhgAjOhEmItWLfgisyOn,181080
0.804,0.771,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956,65FftemJ1DbbZ45DUfHJXE,212253
0.555,0.634,-5.522,0.273,0.129,2.32e-06,0.188,0.555,170.228,2SiAcexM2p1yX6joESbehd,174045
0.706,0.821,-2.974,0.0617,0.00164,0.0,0.0981,0.918,139.914,4GvPlSOKfN7aXEuGW8zKUx,168280
0.814,0.722,-5.487,0.0454,0.33,0.0,0.0713,0.47,142.959,1JXoYzZXVW7H829mHfiWRm,150604
0.62,0.837,-4.356,0.13,0.128,0.000242,0.242,0.433,172.081,5RobAV5ROH5KARimi7n3cO,170438
0.478,0.769,-5.092,0.0448,0.168,0.0,0.156,0.157,155.998,1SFA5zEVOsLhEg7ynbvQFT,224615
0.692,0.758,-3.453,0.0522,0.158,0.0,0.0774,0.701,94.058,3UEOT0hD60yGB1OMWJxLQ8,146654
0.751,0.618,-6.643,0.324,0.596,0.0,0.129,0.707,93.728,5DFi6D7SrYHRIgZbY5MqqE,204894
0.325,0.59,-3.943,0.0495,0.0686,0.0,0.104,0.278,180.449,4JBiO7wRnE6ueszEUpo347,235752
0.573,0.422,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357,26b3oVLrRUaaybJulow9kz,184791
0.735,0.449,-9.933,0.383,0.859,0.0,0.213,0.514,146.016,3zkyus0njMCL6phZmNNEeN,175890
0.626,0.842,-3.827,0.0357,0.014,0.0,0.235,0.55,145.03,1ItdTDx23yt7tIJOZv5iLQ,178010
0.705,0.568,-5.32,0.0439,0.614,0.0,0.0774,0.354,150.743,5hDjdcUB4Ex143S8BSVsFG,160084
0.668,0.618,-7.148,0.173,0.108,0.0,0.0951,0.812,170.023,3cBpzG7DTbm5w85KfuJUo7,170160
0.552,0.517,-7.906,0.0245,0.0211,0.00612,0.152,0.105,79.512,164LL9rTyEZ6DF0KMgXxsJ,220798
0.729,0.646,-7.953,0.0686,0.0248,0.0,0.168,0.54,125.007,7bal8JfR3tSB9Qgf7wAGPL,148800
0.643,0.363,-11.738,0.0767,0.69,5.17e-05,0.115,0.23,139.865,3rWDp9tBPQR9z6U5YyRSK4,174783
0.509,0.619,-4.102,0.0391,0.355,0.0,0.0739,0.544,155.955,0JIhRhZPF5j5dx0FGqTWxy,172547
0.463,0.827,-4.43,0.219,0.216,0.0,0.145,0.399,173.719,6bB4AiK5tH13695FcNGjDY,237033
0.662,0.488,-6.894,0.0682,0.782,0.0,0.102,0.817,117.913,0mflMxspEfB0VbI1kyLiAv,182347
0.364,0.294,-6.578,0.0504,0.833,0.0,0.264,0.125,79.477,2VFetGqLYq0Pc8ZtRYCaeL,227749
0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,6BePGk3eCan4FqaW2X8Qy3,172253
0.534,0.696,-5.211,0.0694,0.316,0.0,0.248,0.251,168.149,4Wu62DoQg1ECGlDKDfo30R,160714
0.679,0.548,-7.495,0.0298,0.234,0.0,0.189,0.413,115.954,3K00Ib1shkOEiAXU5pec6e,155909
0.306,0.121,-17.118,0.0396,0.863,0.0,0.167,0.238,159.08,1veHwv1HPwzOvlhs5jPxeP,138375
0.569,0.808,-5.203,0.171,0.091,0.0,0.173,0.449,146.902,7AZzCQ6S8HXLFBXsqH2HWE,152308
0.737,0.858,-4.1,0.0648,0.0537,0.0,0.0825,0.65,126.254,7Kbw2fTMOU43MrqXdGzroh,158064
0.467,0.624,-8.511,0.0508,0.143,0.000899,0.145,0.31,141.889,6BQrmjAgPfPTwILoFEK3Hd,225947
0.625,0.604,-7.415,0.339,0.257,2.06e-05,0.129,0.372,174.089,6qmvAJSUfVGMubvI2awW7p,169722
0.6,0.389,-5.727,0.0337,0.566,0.0,0.0826,0.244,143.577,0XER3HPMx223xWaAgNKp4Y,147597
0.622,0.375,-9.069,0.0279,0.411,0.0,0.0812,0.221,111.968,3GWaFFi6TlPcZLYmCCHZ9O,178000
0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3WMj8moIAXJhHsyLaqIIHI,228013
0.729,0.786,-4.357,0.0389,0.117,0.0,0.265,0.729,131.906,6qItx3M2IZbXBKRnptbnHM,177372
0.682,0.642,-6.765,0.0825,0.391,0.000271,0.107,0.387,148.127,4SDccIA3pVkjaZsivDPaV5,209596
0.445,0.367,-13.086,0.0452,0.761,0.075,0.0987,0.202,155.675,0AjcdGri5vhJsmZnduCEqd,165592
0.566,0.348,-10.726,0.0458,0.559,7.66e-06,0.113,0.374,98.734,4HcARAxzsbIB3MqiEkejM6,164082
0.637,0.643,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,0V3wPSX9ygBnCm8psDIegu,200690
0.269,0.373,-7.113,0.0371,0.15,0.0,0.129,0.321,202.899,523f4oSjrZx83XDtRLnsIw,187941
0.676,0.625,-5.455,0.0711,0.316,0.000119,0.127,0.522,171.883,5xwBIieMMFUmLDgvG4DjFe,205428
0.81,0.836,-7.721,0.0645,0.0515,0.229,0.0598,0.0585,139.979,1GfBLbAhZUWdseuDqhocmn,146571
0.472,0.518,-7.379,0.051,0.383,0.127,0.289,0.154,147.805,26hOm7dTtBi0TdpDGl141t,211667
0.378,0.614,-3.809,0.0761,0.13,0.0,0.309,0.451,175.937,1hf9Wu2l0XIgAcTZLSAUJe,132955
0.637,0.715,-4.971,0.0455,0.148,0.0,0.0892,0.308,141.872,38T0tPVZHcPZyhtOcCP7pF,210576
0.52,0.693,-7.704,0.0331,0.0002,2.2e-05,0.122,0.12,126.985,1DzJbVkBELu6jDu6q0T0tk,267505
0.578,0.471,-6.379,0.0417,0.155,0.0,0.0779,0.233,86.982,7bdpStmJdlw9GKBPTOkDwT,159339
0.486,0.545,-7.924,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4FyesJzVpA39hbYvcseO2d,123891
0.881,0.546,-8.169,0.0884,0.181,3.85e-05,0.114,0.699,120.052,1xoDdFTCTNzYwNIHE65cqs,164227
0.691,0.645,-10.369,0.0289,0.284,2.63e-05,0.0945,0.795,126.865,4dxRUlwCaI9nHUGrfWbLqT,224441
0.666,0.668,-5.712,0.0292,0.0798,0.0,0.107,0.43,90.041,32PVVYLmhc2XSPv6KN5C4Z,132000
0.702,0.514,-12.361,0.107,0.765,0.0,0.129,0.724,139.936,3KOzxVpqcw3KvpDsEvHv28,210000
0.508,0.713,-5.871,0.0281,0.00503,0.00265,0.0711,0.215,104.953,50TidaOrBwzMPiyrJ2JVLM,278857
0.614,0.858,-6.435,0.029,0.0431,7.88e-05,0.138,0.738,113.002,7yySsx5CEym9EjoSjKGO8g,267326
0.643,0.823,-5.078,0.0248,0.0653,2.31e-06,0.155,0.792,103.987,3dhTvJeQhxtGLVCvSso3X8,184995
0.538,0.808,-6.797,0.0361,1.52e-05,0.0715,0.184,0.12,95.344,0lHFuBohI0Hh44hUIpxoSG,252517
0.47,0.896,-7.706,0.17,0.0108,0.0361,0.11,0.227,173.224,4dDOKOf4wcdbQBvmNZc39H,170841
0.722,0.815,-2.797,0.0466,0.00871,4.84e-06,0.148,0.494,119.969,4R5vbQmfp2yp9LF097vijU,195273
0.727,0.422,-8.033,0.0387,0.626,0.0073,0.0879,0.435,120.141,0tKyR5j1eGh1iGeNeQF8fS,259301
0.789,0.848,-3.414,0.259,0.257,0.0,0.111,0.571,140.067,06BmFcDmpwBR6ayCHURFwV,209143
0.388,0.286,-10.963,0.0968,0.881,0.00194,0.0855,0.252,79.726,3S6OzQJ7OGwG9ugOmGJTud,180000
0.621,0.207,-14.688,0.14,0.913,0.194,0.106,0.357,179.893,6Mc4a7zT9vqTmd7lBEAT4D,120667
0.685,0.563,-7.176,0.0384,0.588,0.0,0.184,0.478,99.965,0EX2wezGFz9Q7rTRXDBeLc,253041
0.648,0.792,-6.655,0.14,0.515,0.0,0.274,0.384,130.025,7sJ2Gv31Pwi8ovgP323XrI,210209
0.676,0.553,-8.596,0.0304,0.00208,0.000558,0.0975,0.335,125.067,2eEbUeyQE5cDi2P7Rz4zcE,218800
0.495,0.856,-8.197,0.0434,0.0365,1.94e-05,0.0805,0.68,116.081,3PtYDtesRV3QFXPVBicDrb,214501
0.795,0.431,-6.103,0.0832,0.184,0.0162,0.188,0.546,100.045,5BZND0pEiJowPDbqMwHY2M,139200
0.636,0.583,-8.155,0.0338,0.317,0.00477,0.112,0.356,88.986,3iKeYVeo0D52b4j3gJwtrJ,220296
0.825,0.558,-7.473,0.183,0.235,0.0,0.128,0.678,100.092,4doInokGtiijavW8wkI6UF,180698
0.695,0.47,-7.681,0.0384,0.0942,0.00808,0.0891,0.757,99.988,6fcUkyICquaFWyS9fyEibQ,202263
0.603,0.633,-7.75,0.0264,0.683,0.000944,0.308,0.364,144.069,37VGfq1JQsVU4AE7V48F5b,271000
0.886,0.749,-2.312,0.0627,0.145,0.00146,0.139,0.729,130.008,05I7jRJLZWfHgnuv2w7f75,142863
0.767,0.848,-1.135,0.216,0.527,6.17e-06,0.148,0.848,93.995,5q3b86vdmn3itBhsAPHMfd,184625
0.745,0.537,-7.468,0.0527,0.15,4.13e-06,0.293,0.377,99.981,73oX2BPa6AFyHIe38KQhjr,200533
0.539,0.363,-7.202,0.0384,0.58,0.0,0.0747,0.513,177.795,7b5i4JmaYqgEtDbv8oHcI1,230912
0.801,0.581,-8.639,0.0642,0.516,3.78e-06,0.194,0.839,96.061,71m47PphQPQWPI3oz9Y6sA,172210
0.524,0.747,-6.283,0.0722,0.487,0.000241,0.383,0.155,117.176,77rlDhZm5eRYMLIXSfySlR,213333
0.574,0.834,-4.511,0.101,0.0725,4.11e-05,0.122,0.588,150.127,1LwlyQWpJgCpsLxApLzbuj,182600
0.594,0.291,-16.711,0.0252,0.793,0.488,0.0956,0.2,96.733,7IYL3WtV06bONFei5ue0y2,217581
0.539,0.587,-8.863,0.0259,0.242,0.0222,0.116,0.459,130.012,0ycZhHUpBgAeWTbM0Fj3s3,212505
0.636,0.692,-4.946,0.027,0.12,0.00929,0.303,0.452,79.994,00pDUwHzm8hNM9jMwRIBjd,214000
0.51,0.644,-7.527,0.161,0.155,3.9e-05,0.333,0.398,124.014,394uzpRA438KxiWKkDrMWx,281579
0.42,0.764,-7.449,0.196,0.438,0.0905,0.132,0.321,69.831,2pn4tWYFjND9cNCqlGbFi9,196173
0.487,0.786,-5.832,0.0327,0.00571,1.12e-06,0.118,0.543,97.785,0gYLSFjNMUDch0722KJNXw,229281
0.633,0.631,-7.457,0.0256,0.0525,1.62e-05,0.207,0.38,96.205,5tSO30ERashhZCwzV3HmQZ,133119
0.433,0.472,-7.177,0.0343,0.0539,0.00599,0.11,0.0691,119.715,63xAxGW7NA2yzmgbwMklhv,118903
0.517,0.611,-9.108,0.0458,0.106,0.0,0.176,0.579,169.798,0yBphkhU7aHdBG6XrfkGr3,210880
0.482,0.749,-7.052,0.0701,0.176,0.00049,0.153,0.256,149.721,2qxqSRyAIbbHrcqYRHXL5D,222877
0.769,0.395,-10.932,0.157,0.0509,2.29e-05,0.0994,0.477,97.034,4rmtIxSwHqbilNP6iuKc4F,151189
0.556,0.641,-7.605,0.029,0.0421,0.0202,0.12,0.877,140.059,1LwWklCTW7CXRBKCKqDUqi,150857
0.518,0.42,-10.779,0.0308,0.211,0.0368,0.22,0.0507,115.029,0JEmxGqUnMIX8wo15aHVT6,421973
0.53,0.574,-4.76,0.0252,0.712,0.008,0.143,0.165,80.009,5yB368nv7bxMhgMRhDfpu1,192000
0.78,0.726,-8.301,0.0384,0.177,0.0,0.269,0.835,135.003,6T2lATNT9jA1TXAamMUrzX,296889
0.767,0.61,-8.15,0.275,0.171,0.0,0.138,0.826,89.939,0Ybs69xJuqGqvpFubnHGt8,180540
0.849,0.362,-8.585,0.41,0.526,1.63e-05,0.233,0.415,81.143,3UJS9aEUbtYO8kMl1IK1r3,237157
0.82,0.511,-11.348,0.247,0.2,1.08e-05,0.0774,0.404,98.009,4LVwpmzsTdYxBCpB4OVUON,117551
0.634,0.651,-4.924,0.284,0.0918,0.0,0.101,0.362,113.675,7eQav22B8HjhNZEa9AelCs,329500
0.559,0.689,-6.646,0.111,0.00414,0.0,0.167,0.454,103.705,6QQvObJmEFWBeRKZdEG6Mt,180062
0.832,0.326,-11.068,0.181,0.541,0.0,0.098,0.209,125.052,3G3YA88SfXciFgfnyZIjD0,168960
0.82,0.404,-8.447,0.0329,0.241,0.0,0.0945,0.473,97.539,6QB8H80r7uXJJot5DkuBQn,310439
0.913,0.584,-5.263,0.223,0.521,5.36e-05,0.307,0.627,119.873,2xVcCDRgG3TrH69TatsUxp,174370
0.793,0.78,-4.247,0.249,0.341,0.0,0.111,0.576,178.046,3Zyk5Vd9WNPNVWxvb0EZTk,203360
0.647,0.686,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,3k3NWokhRRkEPhCzPmV8TW,258299
0.781,0.662,-3.825,0.0336,0.355,0.0,0.161,0.686,91.999,40vzZFWG1h60TdZPuxuX3Y,197477
0.793,0.736,-3.254,0.0469,0.0822,0.0,0.109,0.656,112.993,2t6IxTASaSFkZEt61tQ6W6,237525
0.78,0.718,-3.605,0.0506,0.31,0.000163,0.0932,0.342,127.949,4fSIb4hdOQ151TILNsSEaF,199604
0.824,0.772,-5.234,0.0574,0.305,0.387,0.0912,0.508,125.01,2GdHCkeAycTJ1RgMlptaRE,223352
0.778,0.632,-5.6,0.0493,0.274,0.0,0.0915,0.498,122.104,4nrPB8O7Y7wsOCJdgXkthe,218289
0.734,0.685,-5.37,0.0453,0.117,0.0,0.109,0.754,92.042,4khWEpnaijN0G1x019Uzdr,216753
0.954,0.582,-5.744,0.0727,0.235,1.26e-06,0.0572,0.884,130.008,4CD623yLJVvKJxUyzaTqtC,170828
0.843,0.7,-3.563,0.0803,0.0934,0.0,0.14,0.899,93.991,1ri9ZUkBJVFUdgwzCnfcYs,226088
0.681,0.711,-4.79,0.0846,0.0278,0.0,0.312,0.826,89.89,1PAvhqefivTNdxZ4u8RT1d,156319
0.787,0.728,-3.455,0.389,0.189,2.29e-05,0.0629,0.545,180.066,4uoR6qeWeuL4Qeu2qJzkuG,200198
0.801,0.633,-2.785,0.0777,0.414,0.0,0.27,0.676,92.025,7kYbxvrGXv8cmKjkqgqhrw,167674
0.835,0.679,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,5ww2BF9slyYgNOk37BlC4u,162638
0.811,0.588,-3.161,0.0464,0.128,0.0004,0.0929,0.553,107.022,2qEoAz0i6yEz5dPggABcLH,226187
0.951,0.692,-4.038,0.312,0.472,0.000182,0.0894,0.431,115.047,6WbAhuwE6fCOriBu5786X1,201280
0.695,0.636,-4.654,0.317,0.234,0.0,0.081,0.575,174.14,2rurDawMfoKP4uHyb2kJBt,172235
0.787,0.662,-4.285,0.0372,0.0648,0.0,0.133,0.79,119.983,2GQclWZHwE4fMdqShvOPWU,198880
0.87,0.516,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,7dSZ6zGTQx66c2GF91xCrb,210200
0.75,0.522,-7.018,0.0293,0.282,0.0,0.0743,0.601,110.427,4OwhwvKESFtuu06dTgct7i,321556
0.807,0.823,-3.486,0.0888,0.0165,0.0,0.101,0.845,92.987,2aucJuYeU78veki8dBqzzW,130653
0.721,0.814,-3.459,0.045,0.28,0.0,0.0531,0.944,157.002,34tHZJLk0adg5tW49iybbE,233756
0.707,0.611,-5.798,0.0424,0.395,3.18e-06,0.11,0.416,93.004,6P7Baz3uteblV2zklm39BC,176222
0.872,0.681,-4.348,0.11,0.0462,1.38e-05,0.129,0.481,96.986,4EQOGfssbSpTlV6EZRtrSv,188009
0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,2tTmW7RDtMQtBk7m2rYeSw,198938
0.726,0.544,-4.44,0.229,0.44,3.56e-05,0.124,0.613,178.117,3LWay44eeYFEh27Gf1UA7J,204827
0.873,0.695,-4.207,0.0459,0.419,1.23e-06,0.211,0.823,131.963,6G12ZafqofSq7YtrMqUm76,158805
0.755,0.768,-4.032,0.145,0.112,6.49e-06,0.203,0.617,176.006,0otoSS2m3QjbDLzsHMobgK,186477
0.816,0.763,-4.488,0.0641,0.253,0.0,0.0967,0.313,104.952,5ggoKefe3Hk0UstyqSI8FA,212571
0.453,0.673,-5.649,0.144,0.32,0.0,0.131,0.266,92.06,1UdzJEpgJxtuXAlCOvD4S0,159849
0.535,0.515,-8.858,0.044,0.786,0.0,0.133,0.822,183.944,7JahThtCGJ9cdn6HWTWf9S,212915
0.66,0.76,-4.04,0.436,0.105,0.0,0.0582,0.799,177.854,3XbzMSWKdp8FzcQHA9BeXw,191095
0.773,0.767,-4.019,0.0819,0.0352,0.0,0.299,0.49,94.99,0LKu09Iq053CEUZ5ktQEWc,252162
0.774,0.73,-3.865,0.134,0.108,0.0,0.194,0.421,91.966,5fhcuVxuBWfgNXGuyAtLmr,212304
0.935,0.532,-6.416,0.0396,0.403,0.0,0.089,0.844,110.013,0O0kmHHBUG4YCqrKvMnmQy,195273
0.869,0.74,-4.699,0.108,0.649,7.95e-06,0.135,0.598,117.949,2caVKAWz7oM5Hw3LDWWVnQ,206499
0.793,0.628,-4.728,0.049,0.258,0.0446,0.173,0.561,100.012,5XmAauYsJ9KctEO70myiRJ,148701
0.797,0.677,-4.163,0.0857,0.101,0.0,0.441,0.919,130.034,7dMTCS9BLzBqYTlAuHP8TM,219320
0.79,0.634,-4.617,0.038,0.374,0.00904,0.0766,0.758,128.993,7uaaAiwOEwhPKpq7R5wUbS,173440
0.633,0.614,-3.664,0.0814,0.0595,0.0,0.0874,0.544,179.966,0df1oUN5ta7FSWwjGvhHa5,155381
0.869,0.727,-4.956,0.121,0.00118,6.97e-05,0.183,0.613,93.989,0HINQFSerZ6iMfSsaTO3G5,159200
0.803,0.818,-3.232,0.066,0.149,0.00471,0.0653,0.82,90.999,3QWCxOv2YharMus6KbfiPJ,149471
0.751,0.761,-4.113,0.15,0.251,0.000238,0.0991,0.553,92.032,0oBtwScT4B4BR5kZitNWd5,151325
0.804,0.793,-2.778,0.0777,0.133,0.0,0.136,0.454,84.004,5XJWVLhYE2tsa5vXlcgT3N,209268
0.565,0.773,-3.211,0.137,0.0791,0.0,0.22,0.609,170.023,1ImWmtI7DM2uFPNJHHbD8g,164728
0.788,0.782,-5.517,0.0513,0.238,0.00042,0.0773,0.525,123.042,7r5QwyDzxyikU1Kbkfz6FM,230130
0.667,0.571,-6.675,0.0245,0.434,0.0,0.188,0.651,95.022,2pIIRKRwWSi1Sb29VYLOOa,144632
0.829,0.747,-3.511,0.149,0.276,0.0,0.339,0.576,98.03,2X8AGLwb9F0JzJ9zT27a22,191607
0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,23oxJmDc1V9uLUSmN2LIvx,198267
0.266,0.887,-5.742,0.0348,0.00935,0.28,0.178,0.215,135.014,7j04glqh2SY6Es6jiQEhgf,471660
0.659,0.914,-3.908,0.0497,0.0042,2.58e-05,0.077,0.79,105.017,40FJkZzaY8DWGtYoCB63EE,227393
0.426,0.868,-3.702,0.047,6.54e-05,0.0,0.0723,0.402,149.042,05qCCJQJiOwvPQBb7akf1R,216000
0.416,0.969,-2.361,0.0611,0.0595,0.0,0.104,0.449,182.038,38sLZRXFfJPAeqFE0SX3NS,185733
0.404,0.978,-4.034,0.106,0.000223,1.07e-06,0.0852,0.432,177.798,1jkC08qYdHAdpUBylutKZ6,220200
0.593,0.958,-4.697,0.048,0.00347,1.3e-05,0.101,0.378,110.979,0lgiIwUU7Y10uXfKkgXdjk,218055
0.459,0.895,-3.126,0.0805,0.00725,0.0,0.206,0.572,181.04,0JJP0IS4w0fJx01EcrfkDe,182827
0.581,0.922,-3.408,0.0666,0.024,0.0,0.202,0.596,118.408,1N7Aep1OewK9diaN9WbuuR,191545
0.427,0.982,-4.07,0.139,0.000143,0.0,0.438,0.468,139.083,56XlxlNFF47iczstqHOrPS,201267
0.567,0.94,-3.155,0.094,0.0312,0.0,0.411,0.559,116.523,4iplm64dNcvu82IbBOqSnX,189253
0.48,0.93,-4.501,0.112,0.0011,0.000502,0.239,0.543,143.011,3InXtCeZlSGPFdUpeVaiIP,196960
0.452,0.962,-3.225,0.127,0.00699,1.01e-05,0.0997,0.527,101.885,1hWlZxzZWiXRkQy7ywSAmh,211101
0.435,0.95,-3.869,0.106,0.000494,0.0,0.317,0.457,160.987,6xyiHZgrmXw7sMyYXbXjPV,207634
0.466,0.994,-2.702,0.0821,0.00147,0.0,0.308,0.615,165.023,2aG7MPedIAt6k66Q2BBaHT,160831
0.443,0.996,-2.994,0.0823,0.000849,0.002,0.353,0.437,157.99,4nzZ4QWnSt8I3MJ39UfXdN,231653
0.615,0.907,-2.908,0.0552,0.00818,2.58e-05,0.145,0.715,109.965,2y8FLV6pZI3YH1GyiaRp35,197225
0.553,0.891,-7.215,0.0621,0.00231,0.0357,0.267,0.448,96.053,55SMBnlZaMebqCYUkFU2dT,244480
0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,56Tl3UgyZTqfZtvFNS31wm,206520
0.416,0.967,-2.289,0.109,0.000367,0.0,0.0632,0.431,171.032,1VpTwecl7EbQiGyVsvwFQE,192787
0.545,0.949,-3.601,0.0558,0.0016,0.0,0.124,0.581,97.047,34gFMDaZ1N41KjcUspPUtj,146437
0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,2m1hi0nfMR9vdGC8UcrnwU,167067
0.614,0.885,-6.485,0.0891,0.0123,0.0,0.312,0.577,117.98,63Kur4YXw38aIIW3yAECfz,187207
0.316,0.951,-1.882,0.08,4.36e-05,0.000495,0.0608,0.525,169.071,2omnjJxsVxa75mlSMvLRac,178605
0.365,0.891,-3.61,0.0638,5.11e-05,0.0,0.0974,0.608,114.928,0PW18AbooKhtFzZ5LUuMsW,183495
0.553,0.717,-5.857,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,003FTlCpBTM4eSqYSWPv4H,233267
0.393,0.96,-4.159,0.117,0.00118,0.0,0.405,0.365,173.855,5lMx7cJFnmW8fV0EZqYGjQ,182124
0.428,0.934,-4.061,0.0926,8.31e-05,0.000431,0.108,0.724,167.988,5dpDrUG52yI3s1AQRlaypA,192427
0.31,0.976,-3.095,0.116,0.000128,0.384,0.222,0.771,113.251,1iKjPM2YygFxUqjUakAI4n,169517
0.534,0.792,-4.512,0.0677,0.39,0.0,0.191,0.477,145.881,6uzuW7L1t1UhnzbfXwtMtQ,203627
0.44,0.976,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005,20X9OeC606XNwEtDBOym5u,226707
0.447,0.963,-2.927,0.119,0.000169,0.0,0.92,0.579,174.976,2txY2FuxXyRi7bxgAIAaek,181387
0.508,0.92,-4.387,0.0489,7.23e-06,0.864,0.0853,0.699,90.027,1mjcyWQPFsoG1Cb6Gl33Tk,188493
0.35,0.944,-4.423,0.0642,0.000926,0.000173,0.435,0.434,180.258,18Gb1gqRi5A50PYh0MDukc,176867
0.433,0.97,-3.02,0.0988,0.0114,2.65e-05,0.159,0.307,95.034,7K3RiFYzoLb4j2gtMgjLuE,164728
0.46,0.957,-3.575,0.0638,0.00128,0.0,0.103,0.596,76.525,5bvLKnz3flORVpmBYcPwUU,220801
